index,name,date,ageY,ageD,location,team,opponent,gameResult,margin,started,minutesPlayed,fg,fga,fg3,fg3a,fg3pct,ft,fta,ftpct,orb,drb,trb,assists,steals,blocks,turnovers,personalFouls,points,gameScore,plusMinus
499,LeBron James,2009-12-20,24,355,@,CLE,DAL,L,-7,1,43.05,9,23,2,6,.333,5,7,.714,0,3,3,6,2,2,2,3,25,17.0,-5
500,LeBron James,2009-12-21,24,356,@,CLE,PHO,W,+18,1,38.26,11,21,1,3,.333,6,6,1.000,1,5,6,4,2,0,3,3,29,21.5,+26
501,LeBron James,2009-12-23,24,358,@,CLE,SAC,W,+13,1,43.41,14,30,1,4,.250,5,7,.714,4,12,16,10,0,0,2,1,34,28.8,+26
502,LeBron James,2009-12-25,24,360,@,CLE,LAL,W,+15,1,40.44,9,19,2,7,.286,6,11,.545,0,4,4,9,2,1,7,3,26,16.3,+8
503,LeBron James,2009-12-27,24,362,0,CLE,HOU,W,+25,1,29.26,12,20,2,5,.400,3,4,.750,2,3,5,6,3,1,1,0,29,28.6,+16
504,LeBron James,2009-12-29,24,364,@,CLE,ATL,W,+11,1,39.36,6,20,0,5,.000,2,3,.667,1,7,8,10,5,1,4,2,14,12.7,+6
505,LeBron James,2009-12-30,25,000,0,CLE,ATL,W,+5,1,43.12,15,23,4,6,.667,14,16,.875,3,7,10,6,2,2,3,3,48,44.7,+7
506,LeBron James,2010-01-02,25,003,@,CLE,NJN,W,+8,1,36.27,7,16,1,4,.250,13,15,.867,1,8,9,7,1,2,1,0,28,28.2,+10
507,LeBron James,2010-01-03,25,004,0,CLE,CHA,L,-3,1,42.51,13,21,2,6,.333,1,2,.500,0,7,7,6,1,1,1,3,29,24.9,-2
508,LeBron James,2010-01-06,25,007,0,CLE,WAS,W,+23,1,30.50,7,12,1,4,.250,8,11,.727,2,5,7,8,1,2,1,0,23,26.1,+16
509,LeBron James,2010-01-08,25,009,@,CLE,DEN,L,-2,1,41.18,12,28,2,8,.250,9,13,.692,2,4,6,7,1,0,8,1,35,18.7,+6
510,LeBron James,2010-01-10,25,011,@,CLE,POR,W,+12,1,45.16,13,19,3,4,.750,12,14,.857,0,10,10,8,0,1,3,1,41,38.0,+16
511,LeBron James,2010-01-11,25,012,@,CLE,GSW,W,+3,1,41.37,12,23,1,4,.250,12,14,.857,1,7,8,11,2,4,2,1,37,37.8,+12
512,LeBron James,2010-01-14,25,015,@,CLE,UTA,L,-1,1,40.25,12,20,4,6,.667,8,12,.667,1,8,9,6,5,1,5,1,36,32.8,+7
513,LeBron James,2010-01-16,25,017,@,CLE,LAC,W,+1,1,38.54,12,20,3,6,.500,5,7,.714,2,2,4,4,2,1,5,3,32,23.3,-1
514,LeBron James,2010-01-19,25,020,0,CLE,TOR,W,+8,1,41.01,8,18,0,7,.000,12,14,.857,0,9,9,11,3,3,3,1,28,29.9,+12
515,LeBron James,2010-01-21,25,022,0,CLE,LAL,W,+6,1,40.24,13,25,1,9,.111,10,13,.769,0,5,5,9,2,1,4,3,37,28.8,+5
516,LeBron James,2010-01-23,25,024,0,CLE,OKC,W,+1,1,42.38,9,19,6,10,.600,13,19,.684,0,9,9,12,1,1,6,2,37,30.9,-1
517,LeBron James,2010-01-25,25,026,@,CLE,MIA,W,+1,1,38.31,9,23,2,9,.222,12,17,.706,0,9,9,4,1,0,4,3,32,18.8,+1
518,LeBron James,2010-01-27,25,028,0,CLE,MIN,W,+14,1,30.33,3,8,1,3,.333,5,6,.833,0,6,6,11,1,1,3,1,12,15.0,+16
519,LeBron James,2010-01-29,25,030,@,CLE,IND,W,+21,1,35.39,6,18,0,4,.000,10,17,.588,0,9,9,13,2,4,5,2,22,19.8,+22
520,LeBron James,2010-01-31,25,032,0,CLE,LAC,W,+25,1,39.55,10,20,5,6,.833,7,8,.875,1,2,3,11,1,0,1,1,32,30.2,+15
521,LeBron James,2010-02-02,25,034,0,CLE,MEM,W,+16,1,37.07,7,14,1,4,.250,7,7,1.000,1,5,6,15,1,1,4,2,22,24.6,+19
522,LeBron James,2010-02-04,25,036,0,CLE,MIA,W,+16,1,40.06,9,16,1,4,.250,17,21,.810,2,5,7,8,2,0,4,1,36,32.9,+20
523,LeBron James,2010-02-06,25,038,0,CLE,NYK,W,+7,1,43.51,17,31,6,12,.500,7,7,1.000,1,7,8,8,5,0,5,2,47,39.7,+4
524,LeBron James,2010-02-09,25,041,0,CLE,NJN,W,+7,1,42.21,13,21,1,4,.250,5,9,.556,0,3,3,11,1,0,3,0,32,27.5,-2
525,LeBron James,2010-02-11,25,043,0,CLE,ORL,W,+9,1,45.05,10,21,2,6,.333,10,12,.833,1,7,8,13,2,0,3,2,32,30.6,+16
526,LeBron James,2010-02-18,25,050,0,CLE,DEN,L,-2,1,47.00,15,33,1,9,.111,12,17,.706,1,12,13,15,2,4,3,1,43,40.1,-5
527,LeBron James,2010-02-19,25,051,@,CLE,CHA,L,-17,1,35.30,6,14,2,6,.333,8,10,.800,1,2,3,9,4,0,2,2,22,22.6,-2
528,LeBron James,2010-02-21,25,053,@,CLE,ORL,L,-6,1,39.23,12,25,1,6,.167,8,12,.667,0,9,9,6,2,1,5,0,33,23.3,-9
529,LeBron James,2010-02-23,25,055,0,CLE,NOH,W,+10,1,44.07,7,16,2,6,.333,4,4,1.000,1,4,5,13,2,0,0,0,20,24.6,+17
530,LeBron James,2010-02-25,25,057,@,CLE,BOS,W,+20,1,35.57,11,23,3,6,.500,11,15,.733,1,6,7,9,0,0,2,2,36,28.7,+9
531,LeBron James,2010-02-26,25,058,@,CLE,TOR,W,+8,1,44.24,10,17,1,4,.250,15,16,.938,0,6,6,9,2,0,1,2,36,36.0,+8
532,LeBron James,2010-03-01,25,061,0,CLE,NYK,W,+31,1,31.14,9,17,1,4,.250,3,5,.600,0,7,7,7,2,2,3,0,22,20.3,+39
533,LeBron James,2010-03-03,25,063,@,CLE,NJN,W,+19,1,40.41,10,18,0,4,.000,6,7,.857,2,5,7,14,3,1,3,1,26,30.0,+18
534,LeBron James,2010-03-05,25,065,0,CLE,DET,W,+7,1,41.52,16,27,3,7,.429,5,6,.833,2,11,13,6,3,2,4,1,40,36.0,+12
535,LeBron James,2010-03-12,25,072,@,CLE,PHI,W,+5,1,42.06,7,18,3,10,.300,6,12,.500,0,6,6,10,1,3,1,2,23,20.9,+2
536,LeBron James,2010-03-14,25,074,0,CLE,BOS,W,+11,1,38.52,9,21,1,3,.333,11,16,.688,3,5,8,7,2,3,2,2,30,26.7,+3
537,LeBron James,2010-03-16,25,076,@,CLE,DET,W,+12,1,43.07,10,22,1,3,.333,8,11,.727,2,10,12,12,1,1,4,0,29,26.9,+13
538,LeBron James,2010-03-17,25,077,0,CLE,IND,W,+5,1,38.43,11,24,2,4,.500,8,10,.800,1,8,9,9,3,2,6,2,32,25.8,+14
539,LeBron James,2010-03-19,25,079,@,CLE,CHI,W,+7,1,37.31,9,21,0,3,.000,11,12,.917,1,10,11,7,2,2,5,1,29,24.1,+5
540,LeBron James,2010-03-21,25,081,0,CLE,DET,W,+25,1,30.48,5,9,2,3,.667,3,3,1.000,0,3,3,7,0,1,0,0,15,17.2,+17
541,LeBron James,2010-03-24,25,084,@,CLE,NOH,W,+13,1,40.45,15,22,1,5,.200,7,8,.875,2,4,6,9,1,0,3,2,38,34.3,+9
542,LeBron James,2010-03-26,25,086,@,CLE,SAS,L,-5,1,39.18,11,21,1,6,.167,4,7,.571,0,5,5,10,2,0,5,2,27,20.2,-5
543,LeBron James,2010-03-28,25,088,0,CLE,SAC,W,+7,1,39.05,13,22,3,6,.500,5,6,.833,1,6,7,8,3,0,3,2,34,30.7,+8
544,LeBron James,2010-03-31,25,091,0,CLE,MIL,W,+3,1,39.05,7,17,0,1,.000,9,13,.692,1,8,9,7,1,1,4,2,23,17.2,+10
545,LeBron James,2010-04-02,25,093,0,CLE,ATL,W,+5,1,38.22,11,20,1,3,.333,4,7,.571,0,13,13,6,2,0,2,1,27,23.9,+11
546,LeBron James,2010-04-04,25,095,@,CLE,BOS,L,-4,1,44.32,14,31,0,9,.000,14,22,.636,1,6,7,9,1,1,3,0,42,30.2,-1
547,LeBron James,2010-04-06,25,097,0,CLE,TOR,W,+12,1,35.34,5,13,0,2,.000,9,10,.900,0,6,6,13,0,1,4,1,19,18.7,+19
548,LeBron James,2010-10-26,25,300,@,MIA,BOS,L,-8,1,42.39,10,21,3,6,.500,8,12,.667,0,4,4,3,1,2,8,1,31,16.0,+1
549,LeBron James,2010-10-27,25,301,@,MIA,PHI,W,+10,1,37.33,5,12,0,2,.000,6,6,1.000,0,6,6,7,2,1,9,1,16,9.6,+6
550,LeBron James,2010-10-29,25,303,0,MIA,ORL,W,+26,1,30.02,6,13,2,3,.667,1,2,.500,0,6,6,7,0,0,3,4,15,10.0,+13
551,LeBron James,2010-10-31,25,305,@,MIA,NJN,W,+23,1,28.57,5,12,0,4,.000,10,12,.833,0,7,7,7,2,0,5,3,20,15.6,+18
552,LeBron James,2010-11-02,25,307,0,MIA,MIN,W,+32,1,32.26,7,12,0,2,.000,6,8,.750,0,0,0,12,2,1,1,0,20,23.7,+32
553,LeBron James,2010-11-05,25,310,@,MIA,NOH,L,-3,1,41.12,6,16,1,2,.500,7,8,.875,0,7,7,10,3,1,3,0,20,20.6,-6
554,LeBron James,2010-11-06,25,311,0,MIA,NJN,W,+12,1,33.35,9,16,2,4,.500,3,5,.600,0,3,3,9,2,0,4,1,23,19.4,+11
555,LeBron James,2010-11-09,25,314,0,MIA,UTA,L,-2,1,46.44,5,18,0,1,.000,10,11,.909,2,9,11,14,1,3,2,3,20,22.8,+4
556,LeBron James,2010-11-11,25,316,0,MIA,BOS,L,-5,1,44.28,9,21,0,5,.000,17,22,.773,0,10,10,9,3,0,4,3,35,29.0,0
557,LeBron James,2010-11-13,25,318,0,MIA,TOR,W,+9,1,39.20,8,21,0,1,.000,7,11,.636,1,1,2,11,2,0,3,0,23,17.6,+11
558,LeBron James,2010-11-17,25,322,0,MIA,PHO,W,+27,1,23.03,9,15,0,2,.000,2,3,.667,3,5,8,9,3,0,3,5,20,20.6,+24
559,LeBron James,2010-11-19,25,324,0,MIA,CHA,W,+8,1,39.29,12,25,2,5,.400,6,7,.857,0,2,2,5,2,0,4,1,32,20.6,+4
560,LeBron James,2010-11-20,25,325,@,MIA,MEM,L,-2,1,42.06,11,23,2,4,.500,5,6,.833,0,3,3,11,1,0,4,2,29,21.7,-1
561,LeBron James,2010-11-22,25,327,0,MIA,IND,L,-16,1,41.34,6,14,2,8,.250,11,15,.733,0,5,5,6,1,0,6,3,25,15.5,-1
562,LeBron James,2010-11-24,25,329,@,MIA,ORL,L,-9,1,40.44,9,18,1,3,.333,6,8,.750,1,5,6,4,1,0,3,3,25,17.0,-15
563,LeBron James,2010-11-26,25,331,0,MIA,PHI,W,+9,1,40.34,5,15,1,5,.200,9,11,.818,1,7,8,6,2,1,2,1,20,18.0,+11
564,LeBron James,2010-11-27,25,332,@,MIA,DAL,L,-11,1,36.04,5,19,0,4,.000,13,15,.867,2,6,8,4,1,0,5,3,23,11.7,-14
565,LeBron James,2010-11-29,25,334,0,MIA,WAS,W,+11,1,38.11,10,18,1,1,1.000,9,11,.818,1,5,6,5,1,1,7,3,30,19.8,+3
566,LeBron James,2010-12-01,25,336,0,MIA,DET,W,+25,1,31.14,8,15,1,1,1.000,1,2,.500,2,4,6,3,1,0,4,0,18,12.0,+17
567,LeBron James,2010-12-02,25,337,@,MIA,CLE,W,+28,1,30.02,15,25,2,7,.286,6,9,.667,0,5,5,8,1,1,0,1,38,33.7,+26
568,LeBron James,2010-12-04,25,339,0,MIA,ATL,W,+12,1,37.19,5,11,1,1,1.000,11,13,.846,0,7,7,4,1,1,2,1,22,19.7,+7
569,LeBron James,2010-12-06,25,341,@,MIA,MIL,W,+10,1,38.41,7,16,1,3,.333,2,4,.500,0,6,6,6,1,1,1,5,17,12.5,+17
570,LeBron James,2010-12-08,25,343,@,MIA,UTA,W,+13,1,39.26,12,20,3,5,.600,6,7,.857,1,6,7,9,0,0,2,4,33,28.6,0
571,LeBron James,2010-12-10,25,345,@,MIA,GSW,W,+22,1,30.43,10,18,3,4,.750,2,3,.667,0,7,7,9,1,1,4,1,25,21.7,+22
572,LeBron James,2010-12-11,25,346,@,MIA,SAC,W,+21,1,35.11,10,19,2,3,.667,3,5,.600,1,9,10,3,2,0,3,1,25,19.0,+15
573,LeBron James,2010-12-13,25,348,0,MIA,NOH,W,+12,1,40.18,6,16,0,3,.000,8,10,.800,1,3,4,7,0,0,5,2,20,11.1,+11
574,LeBron James,2010-12-15,25,350,0,MIA,CLE,W,+6,1,38.31,5,15,0,4,.000,11,18,.611,2,11,13,5,1,0,4,1,21,14.5,0
575,LeBron James,2010-12-17,25,352,@,MIA,NYK,W,+22,1,38.13,14,23,3,6,.500,1,3,.333,1,10,11,10,1,0,5,1,32,27.0,+31
576,LeBron James,2010-12-18,25,353,@,MIA,WAS,W,+1,1,40.31,9,19,3,7,.429,11,12,.917,1,6,7,6,1,0,4,3,32,24.4,+6
577,LeBron James,2010-12-20,25,355,0,MIA,DAL,L,-2,1,36.05,6,17,2,4,.500,5,7,.714,3,7,10,7,0,0,5,4,19,11.2,-20
578,LeBron James,2010-12-23,25,358,@,MIA,PHO,W,+12,1,37.23,13,22,2,5,.400,8,8,1.000,1,5,6,4,3,0,5,5,36,26.8,+4
579,LeBron James,2010-12-25,25,360,@,MIA,LAL,W,+16,1,38.11,8,14,5,6,.833,6,6,1.000,1,10,11,10,4,0,1,2,27,33.3,+15
580,LeBron James,2010-12-28,25,363,0,MIA,NYK,W,+8,1,40.25,8,17,1,2,.500,1,3,.333,0,10,10,8,0,0,3,3,18,12.9,+17
581,LeBron James,2010-12-29,25,364,@,MIA,HOU,W,+6,1,39.09,8,15,0,4,.000,4,4,1.000,0,6,6,9,1,0,3,3,20,17.6,+16
582,LeBron James,2011-01-01,26,002,0,MIA,GSW,W,+7,1,41.31,7,15,0,3,.000,11,17,.647,2,5,7,10,1,1,3,1,25,23.1,+6
583,LeBron James,2011-01-03,26,004,@,MIA,CHA,W,+14,1,36.34,15,26,2,4,.500,6,6,1.000,0,9,9,5,1,0,3,3,38,28.8,+20
584,LeBron James,2011-01-04,26,005,0,MIA,MIL,W,+12,1,36.35,8,15,0,0,0,9,11,.818,1,5,6,9,0,2,2,2,25,24.0,+10
585,LeBron James,2011-01-07,26,008,@,MIA,MIL,W,+6,1,45.16,8,23,1,4,.250,9,11,.818,1,9,10,5,6,1,5,2,26,20.1,+7
586,LeBron James,2011-01-09,26,010,@,MIA,POR,W,+7,1,46.11,17,26,3,5,.600,7,10,.700,3,10,13,6,2,0,6,4,44,35.1,+5
587,LeBron James,2011-01-12,26,013,@,MIA,LAC,L,-6,1,39.44,11,24,3,6,.500,2,5,.400,2,6,8,6,0,0,3,1,27,17.4,-3
588,LeBron James,2011-01-18,26,019,0,MIA,ATL,L,-4,1,44.17,11,30,2,10,.200,10,11,.909,2,8,10,7,2,0,6,3,34,20.5,-5
589,LeBron James,2011-01-22,26,023,0,MIA,TOR,W,+17,1,38.00,14,29,1,3,.333,9,14,.643,1,10,11,6,2,1,1,2,38,30.1,+13
590,LeBron James,2011-01-27,26,028,@,MIA,NYK,L,-5,1,42.32,7,24,0,2,.000,10,12,.833,2,9,11,5,2,2,4,3,24,15.0,+5
591,LeBron James,2011-01-28,26,029,0,MIA,DET,W,+1,1,44.19,15,25,2,4,.500,7,10,.700,0,8,8,9,1,2,3,1,39,34.0,+4
592,LeBron James,2011-01-30,26,031,@,MIA,OKC,W,+5,1,40.13,7,14,2,5,.400,7,11,.636,0,4,4,13,4,3,4,3,23,25.6,+6
593,LeBron James,2011-01-31,26,032,0,MIA,CLE,W,+27,1,31.22,7,14,0,0,0,10,11,.909,1,3,4,8,0,2,2,1,24,22.8,+20
594,LeBron James,2011-02-03,26,035,@,MIA,ORL,W,+4,1,42.39,17,25,3,5,.600,14,17,.824,2,9,11,8,1,1,3,2,51,46.7,+2
595,LeBron James,2011-02-04,26,036,@,MIA,CHA,W,+12,1,36.39,7,13,0,3,.000,5,6,.833,1,7,8,9,0,0,3,3,19,17.2,+10
596,LeBron James,2011-02-06,26,038,0,MIA,LAC,W,+18,1,35.37,6,15,0,2,.000,0,2,.000,1,5,6,4,4,0,6,2,12,5.3,+15
597,LeBron James,2011-02-08,26,040,0,MIA,IND,W,+5,1,41.44,15,23,2,5,.400,9,13,.692,3,10,13,8,3,1,4,1,41,39.3,+18
598,LeBron James,2011-02-11,26,043,@,MIA,DET,W,+14,1,34.43,7,17,0,2,.000,2,3,.667,0,8,8,10,4,0,3,0,16,16.9,+15
599,LeBron James,2011-02-13,26,045,@,MIA,BOS,L,-3,1,43.28,10,21,0,2,.000,2,3,.667,1,6,7,7,1,0,4,2,22,14.5,+1
600,LeBron James,2011-02-15,26,047,@,MIA,IND,W,+7,1,40.55,11,20,1,3,.333,4,6,.667,1,5,6,5,2,2,5,1,27,20.3,+9
601,LeBron James,2011-02-16,26,048,@,MIA,TOR,W,+8,1,37.38,8,18,0,2,.000,7,10,.700,3,10,13,8,0,0,5,1,23,17.7,+6
602,LeBron James,2011-02-22,26,054,0,MIA,SAC,W,+20,1,30.24,14,26,3,6,.500,0,3,.000,2,6,8,3,0,0,3,4,31,17.9,+18
603,LeBron James,2011-02-24,26,056,@,MIA,CHI,L,-4,1,41.26,12,21,0,4,.000,5,6,.833,0,10,10,5,2,1,2,1,29,25.5,+3
604,LeBron James,2011-02-25,26,057,0,MIA,WAS,W,+8,1,42.46,5,11,0,1,.000,15,19,.789,1,8,9,7,1,3,1,2,25,27.0,-4
605,LeBron James,2011-02-27,26,059,0,MIA,NYK,L,-5,1,39.08,10,20,1,5,.200,6,8,.750,0,7,7,5,3,1,5,2,27,19.7,-3
606,LeBron James,2011-03-03,26,063,0,MIA,ORL,L,-3,1,39.56,11,16,0,2,.000,7,7,1.000,2,4,6,4,0,2,2,2,29,26.2,0
607,LeBron James,2011-03-04,26,064,@,MIA,SAS,L,-30,1,36.08,11,19,1,3,.333,3,7,.429,3,5,8,7,1,0,4,2,26,20.2,-16
608,LeBron James,2011-03-06,26,066,0,MIA,CHI,L,-1,1,41.50,10,18,1,2,.500,5,6,.833,3,5,8,6,2,0,2,2,26,24.0,-4
609,LeBron James,2011-03-08,26,068,0,MIA,POR,L,-9,1,45.32,14,20,2,4,.500,1,4,.250,1,10,11,8,1,0,4,3,31,26.5,-2
610,LeBron James,2011-03-10,26,070,0,MIA,LAL,W,+6,1,42.16,7,17,0,3,.000,5,7,.714,1,7,8,9,1,0,1,1,19,17.8,+8
611,LeBron James,2011-03-12,26,072,0,MIA,MEM,W,+33,1,31.55,10,16,2,4,.500,5,6,.833,1,4,5,5,1,2,3,1,27,23.8,+17
612,LeBron James,2011-03-14,26,074,0,MIA,SAS,W,+30,1,41.31,8,19,0,1,.000,5,5,1.000,0,6,6,8,0,2,2,3,21,16.5,+22
613,LeBron James,2011-03-16,26,076,0,MIA,OKC,L,-11,1,39.30,8,21,0,3,.000,3,3,1.000,0,8,8,3,1,1,1,0,19,12.7,-6
614,LeBron James,2011-03-18,26,078,@,MIA,ATL,W,+21,1,30.54,16,21,5,7,.714,6,7,.857,0,2,2,3,0,0,4,2,43,32.2,+23
615,LeBron James,2011-03-19,26,079,0,MIA,DEN,W,+5,1,40.40,15,25,1,4,.250,2,2,1.000,0,6,6,2,2,0,5,3,33,20.5,+16
616,LeBron James,2011-03-23,26,083,@,MIA,DET,W,+6,1,42.05,8,16,0,3,.000,3,4,.750,3,5,8,7,0,0,3,3,19,14.9,+6
617,LeBron James,2011-03-25,26,085,0,MIA,PHI,W,+12,1,41.01,11,17,1,4,.250,9,9,1.000,2,8,10,2,3,1,4,3,32,28.2,+17
618,LeBron James,2011-03-27,26,087,0,MIA,HOU,W,+6,1,40.27,13,21,0,1,.000,7,9,.778,1,9,10,7,0,0,2,1,33,28.6,+5
619,LeBron James,2011-03-29,26,089,@,MIA,CLE,L,-12,1,43.17,10,21,1,5,.200,6,10,.600,0,10,10,12,0,0,3,3,27,21.9,-9
620,LeBron James,2011-03-30,26,090,@,MIA,WAS,W,+16,1,43.49,12,16,1,3,.333,10,13,.769,1,7,8,8,5,0,5,3,35,34.6,+20
621,LeBron James,2011-04-01,26,092,@,MIA,MIN,W,+19,1,42.53,11,20,0,1,.000,5,7,.714,2,4,6,10,3,1,3,2,27,26.1,+15
622,LeBron James,2011-04-03,26,094,@,MIA,NJN,W,+14,1,38.55,13,18,0,2,.000,5,8,.625,2,9,11,7,3,0,7,2,31,26.6,+13
623,LeBron James,2011-04-06,26,097,0,MIA,MIL,L,-5,1,39.25,10,22,3,7,.429,6,8,.750,1,1,2,8,2,2,4,2,29,22.0,-10
624,LeBron James,2011-04-08,26,099,0,MIA,CHA,W,+9,1,37.23,9,16,0,1,.000,5,6,.833,1,6,7,9,2,1,1,2,23,24.7,+12
625,LeBron James,2011-04-10,26,101,0,MIA,BOS,W,+23,1,37.11,11,19,0,2,.000,5,9,.556,0,5,5,7,4,1,4,1,27,23.2,+24
626,LeBron James,2011-04-11,26,102,@,MIA,ATL,W,+8,1,42.39,10,21,2,4,.500,12,14,.857,1,9,10,7,3,0,7,1,34,26.4,+7
627,LeBron James,2011-12-25,26,360,@,MIA,DAL,W,+11,1,36.16,11,19,0,0,0,15,19,.789,3,7,10,6,2,2,3,3,37,34.1,+27
628,LeBron James,2011-12-27,26,362,0,MIA,BOS,W,+8,1,36.00,9,14,0,0,0,8,9,.889,1,5,6,5,2,1,3,3,26,23.6,-7
629,LeBron James,2011-12-28,26,363,@,MIA,CHA,W,+1,1,38.49,13,23,0,0,0,9,9,1.000,0,6,6,7,3,2,2,0,35,33.2,+5
630,LeBron James,2011-12-30,27,000,@,MIA,MIN,W,+2,1,37.13,16,26,0,1,.000,2,4,.500,1,7,8,10,4,1,4,2,34,31.1,+14
631,LeBron James,2012-01-01,27,002,0,MIA,CHA,W,+39,1,28.02,6,10,0,0,0,4,6,.667,0,9,9,5,1,0,2,2,16,15.0,+24
632,LeBron James,2012-01-02,27,003,0,MIA,ATL,L,-8,1,38.33,11,18,0,0,0,6,9,.667,2,5,7,6,0,0,4,1,28,21.3,-1
633,LeBron James,2012-01-04,27,005,0,MIA,IND,W,+35,1,37.41,12,21,0,0,0,9,11,.818,2,6,8,13,2,0,2,2,33,33.8,+31
634,LeBron James,2012-01-07,27,008,@,MIA,NJN,W,+11,1,37.23,11,17,0,1,.000,10,12,.833,0,7,7,9,2,1,8,2,32,26.0,+7
635,LeBron James,2012-01-10,27,011,@,MIA,GSW,L,-5,1,42.33,10,19,0,2,.000,6,8,.750,1,10,11,7,2,0,5,1,26,21.1,-5
636,LeBron James,2012-01-11,27,012,@,MIA,LAC,L,-6,1,41.53,7,19,0,1,.000,9,17,.529,2,11,13,7,2,0,6,5,23,12.9,-9
637,LeBron James,2012-01-13,27,014,@,MIA,DEN,L,-13,1,37.11,13,20,3,5,.600,6,11,.545,1,4,5,6,2,1,4,0,35,29.0,-16
638,LeBron James,2012-01-17,27,018,0,MIA,SAS,W,+22,1,34.53,12,21,4,6,.667,5,9,.556,1,4,5,10,0,0,4,0,33,26.4,+19
639,LeBron James,2012-01-19,27,020,0,MIA,LAL,W,+11,1,37.13,12,27,2,3,.667,5,7,.714,3,5,8,8,4,3,3,4,31,26.8,0
640,LeBron James,2012-01-21,27,022,0,MIA,PHI,W,+21,1,35.47,12,17,0,0,0,4,4,1.000,0,9,9,5,4,3,4,1,28,28.8,+9
641,LeBron James,2012-01-22,27,023,0,MIA,MIL,L,-9,1,37.22,8,18,0,1,.000,12,13,.923,4,9,13,5,1,0,3,2,28,24.4,-4
642,LeBron James,2012-01-24,27,025,0,MIA,CLE,W,+7,1,37.48,8,21,1,4,.250,1,4,.250,1,4,5,5,2,0,5,1,18,7.3,+9
643,LeBron James,2012-01-25,27,026,@,MIA,DET,W,+3,1,41.39,9,20,1,3,.333,13,14,.929,1,5,6,7,2,0,4,3,32,25.1,+6
644,LeBron James,2012-01-27,27,028,0,MIA,NYK,W,+10,1,40.17,11,18,0,2,.000,9,10,.900,1,7,8,7,0,0,4,2,31,25.3,+4
645,LeBron James,2012-01-29,27,030,0,MIA,CHI,W,+4,1,40.58,12,23,1,1,1.000,10,15,.667,1,10,11,5,0,1,6,2,35,22.8,+3
646,LeBron James,2012-01-30,27,031,0,MIA,NOH,W,+14,1,29.44,8,12,1,2,.500,5,7,.714,4,7,11,8,1,0,4,1,22,23.1,+29
647,LeBron James,2012-02-01,27,033,@,MIA,MIL,L,-8,1,40.17,14,24,4,7,.571,8,10,.800,0,8,8,5,2,0,7,1,40,28.5,-6
648,LeBron James,2012-02-03,27,035,@,MIA,PHI,W,+20,1,37.13,8,16,0,1,.000,3,6,.500,1,11,12,8,0,2,2,2,19,18.0,+19
649,LeBron James,2012-02-05,27,037,0,MIA,TOR,W,+6,1,38.29,10,17,0,1,.000,10,12,.833,0,9,9,2,1,0,5,1,30,21.0,+11
650,LeBron James,2012-02-07,27,039,0,MIA,CLE,W,+16,1,38.40,9,16,0,1,.000,6,7,.857,1,4,5,6,2,0,6,1,24,17.7,+5
651,LeBron James,2012-02-08,27,040,@,MIA,ORL,L,-13,1,39.15,5,15,0,2,.000,7,10,.700,0,6,6,10,3,0,3,0,17,16.1,-1
652,LeBron James,2012-02-10,27,042,@,MIA,WAS,W,+17,1,33.17,6,14,0,2,.000,6,7,.857,0,2,2,9,0,2,1,1,18,17.1,+14
653,LeBron James,2012-02-12,27,044,@,MIA,ATL,W,+20,1,30.26,6,15,1,3,.333,10,12,.833,3,10,13,6,1,0,2,1,23,22.0,+26
654,LeBron James,2012-02-13,27,045,@,MIA,MIL,W,+18,1,32.54,16,21,0,0,0,3,3,1.000,3,5,8,3,1,0,2,3,35,30.2,+14
655,LeBron James,2012-02-14,27,046,@,MIA,IND,W,+15,1,33.24,7,15,2,5,.400,7,8,.875,2,7,9,7,4,0,2,2,23,24.5,+27
656,LeBron James,2012-02-17,27,049,@,MIA,CLE,W,+24,1,30.08,11,19,3,5,.600,3,3,1.000,2,3,5,5,1,1,2,2,28,23.8,+27
657,LeBron James,2012-02-19,27,051,0,MIA,ORL,W,+12,1,36.38,9,14,1,2,.500,6,7,.857,1,10,11,8,2,0,2,2,25,26.9,+23
658,LeBron James,2012-02-21,27,053,0,MIA,SAC,W,+12,1,33.13,7,11,2,2,1.000,2,2,1.000,0,4,4,8,0,2,3,1,18,17.9,+7
659,LeBron James,2012-02-23,27,055,0,MIA,NYK,W,+14,1,40.41,7,16,0,0,0,6,6,1.000,1,8,9,8,5,2,4,3,20,21.5,+12
660,LeBron James,2012-03-01,27,062,@,MIA,POR,W,+14,1,41.02,13,22,2,2,1.000,10,12,.833,2,9,11,6,5,1,0,1,38,40.6,+8
661,LeBron James,2012-03-02,27,063,@,MIA,UTA,L,-1,1,44.24,16,24,1,4,.250,2,3,.667,1,9,10,6,0,3,0,2,35,33.1,+7
662,LeBron James,2012-03-04,27,065,@,MIA,LAL,L,-10,1,43.02,12,26,0,4,.000,1,3,.333,7,6,13,7,3,2,3,1,25,23.4,-13
663,LeBron James,2012-03-06,27,067,0,MIA,NJN,W,+30,1,29.36,9,11,1,1,1.000,2,2,1.000,1,8,9,6,0,0,5,0,21,19.2,+20
664,LeBron James,2012-03-07,27,068,0,MIA,ATL,W,+3,1,41.40,12,20,0,3,.000,7,10,.700,4,7,11,2,1,2,2,1,31,26.9,+7
665,LeBron James,2012-03-10,27,071,0,MIA,IND,W,+2,1,47.06,8,19,2,3,.667,9,15,.600,1,7,8,4,4,1,4,1,27,20.4,+3
